,Unnamed: 0,Provider,Provider Country,Developer Proceeds,Begin Date,End Date,Customer Currency,Country Code,Currency of Proceeds,Customer Price,Device,Supported Platforms
3621,3621,APPLE,US,1868.75,12/3/2007,12/3/2007,KZT,KZ,KZT,2990.0,iPhone,iOS
3622,3622,APPLE,US,4.9,12/3/2007,12/3/2007,USD,US,USD,6.99,iPhone,iOS
3623,3623,APPLE,US,4.9,12/3/2007,12/3/2007,USD,JO,USD,6.99,iPhone,iOS
3624,3624,APPLE,US,3.5,12/3/2007,12/3/2007,USD,US,USD,4.99,iPhone,iOS
3625,3625,APPLE,US,4.04,12/3/2007,12/3/2007,EUR,ES,EUR,6.99,iPhone,iOS
3626,3626,APPLE,US,6.53,12/3/2007,12/3/2007,SGD,SG,SGD,9.98,iPhone,iOS
3627,3627,APPLE,US,0.0,12/3/2007,12/3/2007,USD,UA,USD,0.0,iPhone,iOS
3628,3628,APPLE,US,0.0,12/3/2007,12/3/2007,USD,US,USD,0.0,iPhone,iOS
3629,3629,APPLE,US,4.02,12/3/2007,12/3/2007,EUR,FR,EUR,6.99,iPhone,iOS
3630,3630,APPLE,US,0.0,12/3/2007,12/3/2007,USD,UY,USD,0.0,iPhone,iOS
3631,3631,APPLE,US,3.98,12/3/2007,12/3/2007,EUR,IT,EUR,6.99,iPhone,iOS
3632,3632,APPLE,US,0.0,12/3/2007,12/3/2007,ZAR,ZA,ZAR,0.0,iPhone,iOS
3634,3634,APPLE,US,0.0,12/3/2007,12/3/2007,KRW,KR,KRW,0.0,iPhone,iOS
3635,3635,APPLE,US,3.98,12/3/2007,12/3/2007,EUR,IT,EUR,6.99,iPhone,iOS
3636,3636,APPLE,US,0.0,12/3/2007,12/3/2007,EGP,EG,EGP,0.0,iPhone,iOS
3637,3637,APPLE,US,0.0,12/3/2007,12/3/2007,GBP,GB,GBP,0.0,iPhone,iOS
3638,3638,APPLE,US,4.9,12/3/2007,12/3/2007,USD,DO,USD,6.99,iPhone,iOS
3639,3639,APPLE,US,4.9,12/3/2007,12/3/2007,USD,KW,USD,6.99,iPhone,iOS
3640,3640,APPLE,US,0.0,12/3/2007,12/3/2007,USD,US,USD,0.0,iPhone,iOS
3641,3641,APPLE,US,4.04,12/3/2007,12/3/2007,EUR,ES,EUR,6.99,iPhone,iOS
3642,3642,APPLE,US,0.0,12/3/2007,12/3/2007,AUD,AU,AUD,0.0,iPhone,iOS
3643,3643,APPLE,US,73.04,12/3/2007,12/3/2007,ZAR,ZA,ZAR,119.99,iPhone,iOS
3644,3644,APPLE,US,0.0,12/3/2007,12/3/2007,USD,TC,USD,0.0,iPhone,iOS
3645,3645,APPLE,US,4.9,12/3/2007,12/3/2007,USD,US,USD,6.99,iPhone,iOS
3647,3647,APPLE,US,20.58,12/3/2007,12/3/2007,RON,RO,RON,34.99,iPhone,iOS
3648,3648,APPLE,US,6.53,12/3/2007,12/3/2007,SGD,SG,SGD,9.98,iPhone,iOS
3649,3649,APPLE,US,0.0,12/3/2007,12/3/2007,EUR,EE,EUR,0.0,iPhone,iOS
3650,3650,APPLE,US,0.0,12/3/2007,12/3/2007,USD,SV,USD,0.0,iPhone,iOS
3651,3651,APPLE,US,1868.75,12/3/2007,12/3/2007,KZT,KZ,KZT,2990.0,iPhone,iOS
3652,3652,APPLE,US,0.0,12/3/2007,12/3/2007,ZAR,ZA,ZAR,0.0,iPhone,iOS
3653,3653,APPLE,US,0.0,12/3/2007,12/3/2007,USD,AZ,USD,0.0,iPhone,iOS
3654,3654,APPLE,US,4.02,12/3/2007,12/3/2007,EUR,FR,EUR,6.99,iPhone,iOS
3655,3655,APPLE,US,1868.75,12/3/2007,12/3/2007,KZT,KZ,KZT,2990.0,iPhone,iOS
3657,3657,APPLE,US,4.08,12/3/2007,12/3/2007,EUR,AT,EUR,6.99,iPhone,iOS
3658,3658,APPLE,US,0.0,12/3/2007,12/3/2007,USD,,USD,0.0,iPhone,iOS
3659,3659,APPLE,US,0.0,12/3/2007,12/3/2007,INR,IN,INR,0.0,iPhone,iOS
3660,3660,APPLE,US,0.0,12/3/2007,12/3/2007,USD,MZ,USD,0.0,iPhone,iOS
3661,3661,APPLE,US,25.13,12/3/2007,12/3/2007,BRL,BR,BRL,35.9,iPhone,iOS
3662,3662,APPLE,US,0.0,12/3/2007,12/3/2007,CZK,CZ,CZK,0.0,iPhone,iOS
3663,3663,APPLE,US,0.0,12/3/2007,12/3/2007,USD,US,USD,0.0,iPad,iOS
3664,3664,APPLE,US,0.0,12/3/2007,12/3/2007,RON,RO,RON,0.0,iPhone,iOS
3665,3665,APPLE,US,0.0,12/3/2007,12/3/2007,BRL,BR,BRL,0.0,iPad,iOS
3666,3666,APPLE,US,0.0,12/3/2007,12/3/2007,EUR,GR,EUR,0.0,iPhone,iOS
3667,3667,APPLE,US,0.0,12/3/2007,12/3/2007,EUR,CY,EUR,0.0,iPad,iOS
3669,3669,APPLE,US,3824.0,12/3/2007,12/3/2007,CLP,CL,CLP,-6500.0,iPhone,iOS
3670,3670,APPLE,US,6.99,12/3/2007,12/3/2007,NZD,NZ,NZD,11.49,iPhone,iOS
3671,3671,APPLE,US,4.9,12/3/2007,12/3/2007,USD,MN,USD,6.99,iPhone,iOS
3672,3672,APPLE,US,0.0,12/3/2007,12/3/2007,USD,KE,USD,0.0,iPhone,iOS
3674,3674,APPLE,US,0.0,12/3/2007,12/3/2007,MXN,MX,MXN,0.0,iPhone,iOS
3675,3675,APPLE,US,4.11,12/3/2007,12/3/2007,EUR,DE,EUR,6.99,iPhone,iOS
3676,3676,APPLE,US,0.0,12/3/2007,12/3/2007,MYR,MY,MYR,0.0,iPhone,iOS
3678,3678,APPLE,US,244.3,12/3/2007,12/3/2007,PHP,PH,PHP,349.0,iPhone,iOS
3680,3680,APPLE,US,6.68,12/3/2007,12/3/2007,AUD,AU,AUD,-10.49,iPhone,iOS
3681,3681,APPLE,US,805.0,12/3/2007,12/3/2007,PKR,PK,PKR,1150.0,iPhone,iOS
3682,3682,APPLE,US,4.9,12/3/2007,12/3/2007,USD,GT,USD,6.99,iPhone,iOS
3684,3684,APPLE,US,8.16,12/3/2007,12/3/2007,BGN,BG,BGN,13.99,iPhone,iOS
3686,3686,APPLE,US,4.9,12/3/2007,12/3/2007,USD,US,USD,6.99,iPhone,iOS
3687,3687,APPLE,US,4.9,12/3/2007,12/3/2007,USD,FJ,USD,6.99,iPhone,iOS
3688,3688,APPLE,US,42.0,12/3/2007,12/3/2007,SEK,SE,SEK,75.0,iPhone,iOS
3689,3689,APPLE,US,0.0,12/3/2007,12/3/2007,HKD,HK,HKD,0.0,iPhone,iOS
3690,3690,APPLE,US,4.9,12/3/2007,12/3/2007,USD,US,USD,6.99,iPhone,iOS
3692,3692,APPLE,US,4.04,12/3/2007,12/3/2007,EUR,BE,EUR,6.99,iPhone,iOS
3693,3693,APPLE,US,4.9,12/3/2007,12/3/2007,USD,US,USD,6.99,iPhone,iOS
3694,3694,APPLE,US,3.95,12/3/2007,12/3/2007,EUR,GR,EUR,6.99,iPhone,iOS
3695,3695,APPLE,US,20.58,12/4/2007,12/4/2007,RON,RO,RON,34.99,iPhone,iOS
3696,3696,APPLE,US,3.98,12/4/2007,12/4/2007,EUR,PT,EUR,6.99,iPhone,iOS
3698,3698,APPLE,US,99.57,12/4/2007,12/4/2007,MXN,MX,MXN,165.0,iPhone,iOS
3700,3700,APPLE,US,0.0,12/4/2007,12/4/2007,TZS,TZ,TZS,0.0,iPhone,iOS
3701,3701,APPLE,US,18.77,12/4/2007,12/4/2007,PLN,PL,PLN,32.99,iPhone,iOS
3703,3703,APPLE,US,4.9,12/4/2007,12/4/2007,USD,US,USD,6.99,iPad,iOS
3704,3704,APPLE,US,15.33,12/4/2007,12/4/2007,ILS,IL,ILS,21.9,iPhone,iOS
3705,3705,APPLE,US,4.9,12/4/2007,12/4/2007,USD,AZ,USD,6.99,iPhone,iOS
3706,3706,APPLE,US,0.0,12/4/2007,12/4/2007,USD,US,USD,0.0,iPhone,iOS
3707,3707,APPLE,US,0.0,12/4/2007,12/4/2007,USD,CG,USD,0.0,iPhone,iOS
3708,3708,APPLE,US,0.0,12/4/2007,12/4/2007,EUR,RS,EUR,0.0,iPhone,iOS
3709,3709,APPLE,US,0.0,12/4/2007,12/4/2007,EUR,AT,EUR,0.0,iPhone,iOS
3710,3710,APPLE,US,4.08,12/4/2007,12/4/2007,USD,UA,USD,6.99,iPhone,iOS
3711,3711,APPLE,US,6.68,12/4/2007,12/4/2007,AUD,AU,AUD,10.49,iPhone,iOS
3713,3713,APPLE,US,4.08,12/4/2007,12/4/2007,USD,AM,USD,6.99,iPhone,iOS
3714,3714,APPLE,US,4.15,12/4/2007,12/4/2007,USD,UG,USD,6.99,iPhone,iOS
3715,3715,APPLE,US,0.0,12/4/2007,12/4/2007,CHF,CH,CHF,0.0,iPhone,iOS
3716,3716,APPLE,US,4.08,12/4/2007,12/4/2007,EUR,AT,EUR,6.99,iPhone,iOS
3717,3717,APPLE,US,4.9,12/4/2007,12/4/2007,USD,AR,USD,6.99,iPhone,iOS
3718,3718,APPLE,US,4.9,12/4/2007,12/4/2007,USD,LK,USD,6.99,iPhone,iOS
3719,3719,APPLE,US,0.0,12/4/2007,12/4/2007,USD,US,USD,0.0,iPhone,iOS
3720,3720,APPLE,US,0.0,12/4/2007,12/4/2007,GBP,GB,GBP,0.0,iPhone,iOS
3721,3721,APPLE,US,0.0,12/4/2007,12/4/2007,EUR,DE,EUR,0.0,iPad,iOS
3722,3722,APPLE,US,4.18,12/4/2007,12/4/2007,EUR,LU,EUR,6.99,iPhone,iOS
3723,3723,APPLE,US,4.9,12/4/2007,12/4/2007,USD,PA,USD,6.99,iPhone,iOS
3725,3725,APPLE,US,4.08,12/4/2007,12/4/2007,USD,UA,USD,6.99,iPhone,iOS
3726,3726,APPLE,US,21.07,12/4/2007,12/4/2007,MYR,MY,MYR,31.9,iPhone,iOS
3727,3727,APPLE,US,3.98,12/4/2007,12/4/2007,EUR,IE,EUR,6.99,iPhone,iOS
3728,3728,APPLE,US,0.0,12/4/2007,12/4/2007,RUB,RU,RUB,0.0,Desktop,iOS
3729,3729,APPLE,US,0.0,12/4/2007,12/4/2007,USD,OM,USD,0.0,iPhone,iOS
3730,3730,APPLE,US,4.9,12/4/2007,12/4/2007,USD,AR,USD,6.99,iPhone,iOS
3731,3731,APPLE,US,3.98,12/4/2007,12/4/2007,EUR,PT,EUR,6.99,iPhone,iOS
3732,3732,APPLE,US,3.95,12/4/2007,12/4/2007,EUR,FI,EUR,6.99,iPhone,iOS
3733,3733,APPLE,US,44.24,12/4/2007,12/4/2007,NOK,NO,NOK,79.0,iPhone,iOS
3734,3734,APPLE,US,0.0,12/4/2007,12/4/2007,USD,UZ,USD,0.0,iPhone,iOS
3735,3735,APPLE,US,0.0,12/4/2007,12/4/2007,EUR,NL,EUR,0.0,iPad,iOS
3736,3736,APPLE,US,4.9,12/4/2007,12/4/2007,USD,DO,USD,6.99,iPhone,iOS
3737,3737,APPLE,US,99.57,12/4/2007,12/4/2007,MXN,MX,MXN,165.0,iPhone,iOS
3738,3738,APPLE,US,4.9,12/4/2007,12/4/2007,USD,US,USD,6.99,iPhone,iOS
3740,3740,APPLE,US,0.0,12/4/2007,12/4/2007,USD,AO,USD,0.0,iPhone,iOS
3741,3741,APPLE,US,4.08,12/4/2007,12/4/2007,EUR,AT,EUR,6.99,iPhone,iOS
3743,3743,APPLE,US,4.08,12/4/2007,12/4/2007,USD,BY,USD,6.99,iPhone,iOS
3744,3744,APPLE,US,20.58,12/4/2007,12/4/2007,RON,RO,RON,34.99,iPhone,iOS
3745,3745,APPLE,US,3.47,12/4/2007,12/4/2007,GBP,GB,GBP,5.99,iPhone,iOS
3747,3747,APPLE,US,0.0,12/4/2007,12/4/2007,USD,AO,USD,0.0,iPhone,iOS
3748,3748,APPLE,US,3.47,12/4/2007,12/4/2007,GBP,GB,GBP,5.99,iPhone,iOS
3749,3749,APPLE,US,19352.94,12/4/2007,12/4/2007,COP,CO,COP,32900.0,iPhone,iOS
3750,3750,APPLE,US,4.9,12/4/2007,12/4/2007,USD,HN,USD,6.99,iPhone,iOS
3751,3751,APPLE,US,0.0,12/4/2007,12/4/2007,CAD,CA,CAD,0.0,iPhone,iOS
3752,3752,APPLE,US,0.0,12/4/2007,12/4/2007,USD,JO,USD,0.0,iPhone,iOS
3754,3754,APPLE,US,0.0,12/4/2007,12/4/2007,USD,UA,USD,0.0,iPhone,iOS
3755,3755,APPLE,US,0.0,12/4/2007,12/4/2007,USD,AL,USD,0.0,iPhone,iOS
3756,3756,APPLE,US,30.79,12/4/2007,12/4/2007,HRK,HR,HRK,54.99,iPad,iOS
3758,3758,APPLE,US,3.5,12/4/2007,12/4/2007,USD,US,USD,-4.99,iPhone,iOS
3759,3759,APPLE,US,18.77,12/4/2007,12/4/2007,PLN,PL,PLN,32.99,iPhone,iOS
3760,3760,APPLE,US,0.0,12/4/2007,12/4/2007,CAD,CA,CAD,0.0,iPad,iOS
3761,3761,APPLE,US,0.0,12/4/2007,12/4/2007,MYR,MY,MYR,0.0,iPhone,iOS
3763,3763,APPLE,US,244.3,12/4/2007,12/4/2007,PHP,PH,PHP,349.0,iPhone,iOS
3764,3764,APPLE,US,4.11,12/4/2007,12/4/2007,EUR,DE,EUR,6.99,iPhone,iOS
3765,3765,APPLE,US,0.0,12/4/2007,12/4/2007,NZD,NZ,NZD,0.0,iPhone,iOS
3766,3766,APPLE,US,44.24,12/4/2007,12/4/2007,NOK,NO,NOK,79.0,iPhone,iOS
3767,3767,APPLE,US,3824.0,12/4/2007,12/4/2007,CLP,CL,CLP,6500.0,iPhone,iOS
3768,3768,APPLE,US,73.04,12/4/2007,12/4/2007,ZAR,ZA,ZAR,119.99,iPhone,iOS
3769,3769,APPLE,US,0.0,12/4/2007,12/4/2007,USD,OM,USD,0.0,iPhone,iOS
3770,3770,APPLE,US,3.47,12/4/2007,12/4/2007,GBP,GB,GBP,5.99,iPhone,iOS
3772,3772,APPLE,US,99.57,12/4/2007,12/4/2007,MXN,MX,MXN,165.0,iPhone,iOS
3773,3773,APPLE,US,4.9,12/4/2007,12/4/2007,USD,DO,USD,6.99,iPhone,iOS
3774,3774,APPLE,US,0.0,12/4/2007,12/4/2007,AUD,AU,AUD,0.0,iPhone,iOS
3775,3775,APPLE,US,0.0,12/4/2007,12/4/2007,USD,AM,USD,0.0,iPhone,iOS
3776,3776,APPLE,US,0.0,12/4/2007,12/4/2007,USD,CV,USD,0.0,iPhone,iOS
3777,3777,APPLE,US,4.02,12/4/2007,12/4/2007,EUR,FR,EUR,6.99,iPhone,iOS
3778,3778,APPLE,US,18.25,12/4/2007,12/4/2007,SAR,SA,SAR,29.99,iPhone,iOS
3779,3779,APPLE,US,0.0,12/4/2007,12/4/2007,INR,IN,INR,0.0,iPhone,iOS
3780,3780,APPLE,US,6.99,12/4/2007,12/4/2007,NZD,NZ,NZD,11.49,iPhone,iOS
3781,3781,APPLE,US,0.0,12/4/2007,12/4/2007,AUD,AU,AUD,0.0,iPhone,iOS
3782,3782,APPLE,US,6.68,12/4/2007,12/4/2007,AUD,AU,AUD,10.49,iPhone,iOS
3783,3783,APPLE,US,4.24,12/4/2007,12/4/2007,USD,US,USD,4.99,iPhone,iOS
3784,3784,APPLE,US,20.58,12/4/2007,12/4/2007,RON,RO,RON,34.99,iPhone,iOS
3785,3785,APPLE,US,0.0,12/4/2007,12/4/2007,USD,SN,USD,0.0,iPhone,iOS
3786,3786,APPLE,US,0.0,12/4/2007,12/4/2007,USD,ZW,USD,0.0,iPhone,iOS
3787,3787,APPLE,US,1483.0,12/4/2007,12/4/2007,HUF,HU,HUF,2690.0,iPhone,iOS
3788,3788,APPLE,US,3824.0,12/4/2007,12/4/2007,CLP,CL,CLP,6500.0,iPhone,iOS
3789,3789,APPLE,US,0.0,12/4/2007,12/4/2007,USD,MD,USD,0.0,iPhone,iOS
3790,3790,APPLE,US,4.9,12/4/2007,12/4/2007,USD,DO,USD,6.99,iPhone,iOS
3791,3791,APPLE,US,30.8,12/4/2007,12/4/2007,DKK,DK,DKK,55.0,iPhone,iOS
3792,3792,APPLE,US,0.0,12/4/2007,12/4/2007,AUD,AU,AUD,0.0,iPad,iOS
3793,3793,APPLE,US,18.77,12/4/2007,12/4/2007,PLN,PL,PLN,32.99,iPhone,iOS
3794,3794,APPLE,US,0.0,12/4/2007,12/4/2007,USD,DO,USD,0.0,iPhone,iOS
3796,3796,APPLE,US,4.9,12/4/2007,12/4/2007,USD,EC,USD,6.99,iPhone,iOS
3798,3798,APPLE,US,11550.0,12/4/2007,12/4/2007,TZS,TZ,TZS,16500.0,iPhone,iOS
3799,3799,APPLE,US,0.0,12/4/2007,12/4/2007,USD,MN,USD,0.0,iPhone,iOS
3801,3801,APPLE,US,0.0,12/4/2007,12/4/2007,USD,HN,USD,0.0,iPhone,iOS
3802,3802,APPLE,US,4.9,12/4/2007,12/4/2007,USD,US,USD,6.99,iPhone,iOS
3803,3803,APPLE,US,546.0,12/4/2007,12/4/2007,JPY,JP,JPY,780.0,iPhone,iOS
3805,3805,APPLE,US,0.0,12/4/2007,12/4/2007,USD,ZW,USD,0.0,iPhone,iOS
3806,3806,APPLE,US,4.55,12/4/2007,12/4/2007,CHF,CH,CHF,-7.0,iPhone,iOS
3807,3807,APPLE,US,0.0,12/4/2007,12/4/2007,USD,US,USD,0.0,iPad,iOS
3808,3808,APPLE,US,546.0,12/4/2007,12/4/2007,JPY,JP,JPY,780.0,iPhone,iOS
3809,3809,APPLE,US,4.89,12/4/2007,12/4/2007,USD,AL,USD,8.39,iPhone,iOS
3810,3810,APPLE,US,4.9,12/4/2007,12/4/2007,USD,DO,USD,6.99,iPhone,iOS
3811,3811,APPLE,US,4.31,12/4/2007,12/4/2007,EUR,FR,EUR,7.49,iPhone,iOS
3812,3812,APPLE,US,6.68,12/4/2007,12/4/2007,AUD,AU,AUD,10.49,iPhone,iOS
3814,3814,APPLE,US,0.0,12/4/2007,12/4/2007,USD,EC,USD,0.0,iPhone,iOS
3815,3815,APPLE,US,3.95,12/4/2007,12/4/2007,EUR,FI,EUR,6.99,iPhone,iOS
3816,3816,APPLE,US,0.0,12/4/2007,12/4/2007,USD,UA,USD,0.0,iPad,iOS
3817,3817,APPLE,US,3.47,12/4/2007,12/4/2007,GBP,GB,GBP,5.99,iPhone,iOS
3818,3818,APPLE,US,4.9,12/4/2007,12/4/2007,USD,US,USD,6.99,iPhone,iOS
3819,3819,APPLE,US,18.25,12/4/2007,12/4/2007,SAR,SA,SAR,29.99,iPhone,iOS
3820,3820,APPLE,US,546.0,12/4/2007,12/4/2007,JPY,JP,JPY,780.0,iPhone,iOS
3821,3821,APPLE,US,0.0,12/4/2007,12/4/2007,RUB,RU,RUB,0.0,iPhone,iOS
3822,3822,APPLE,US,0.0,12/4/2007,12/4/2007,EUR,SK,EUR,0.0,iPhone,iOS
3823,3823,APPLE,US,4.54,12/4/2007,12/4/2007,CAD,CA,CAD,6.49,iPhone,iOS
3824,3824,APPLE,US,0.0,12/4/2007,12/4/2007,EUR,IT,EUR,0.0,iPhone,iOS
3825,3825,APPLE,US,6.29,12/4/2007,12/4/2007,CAD,CA,CAD,8.99,iPhone,iOS
3827,3827,APPLE,US,4.02,12/4/2007,12/4/2007,EUR,FR,EUR,6.99,iPhone,iOS
3828,3828,APPLE,US,3.47,12/4/2007,12/4/2007,GBP,GB,GBP,5.99,iPhone,iOS
3829,3829,APPLE,US,0.0,12/4/2007,12/4/2007,USD,TM,USD,0.0,iPhone,iOS
3830,3830,APPLE,US,0.0,12/4/2007,12/4/2007,SGD,SG,SGD,0.0,iPhone,iOS
3831,3831,APPLE,US,21.07,12/4/2007,12/4/2007,MYR,MY,MYR,31.9,iPhone,iOS
3832,3832,APPLE,US,0.0,12/4/2007,12/4/2007,USD,LB,USD,0.0,iPhone,iOS
3833,3833,APPLE,US,4.15,12/4/2007,12/4/2007,USD,UG,USD,6.99,iPhone,iOS
3834,3834,APPLE,US,0.0,12/4/2007,12/4/2007,NOK,NO,NOK,0.0,iPhone,iOS
3835,3835,APPLE,US,19.53,12/4/2007,12/4/2007,PEN,PE,PEN,27.9,iPhone,iOS
3836,3836,APPLE,US,42.8,12/4/2007,12/4/2007,TRY,TR,TRY,77.99,iPhone,iOS
3837,3837,APPLE,US,0.0,12/4/2007,12/4/2007,EUR,FR,EUR,0.0,iPhone,iOS
3838,3838,APPLE,US,4.15,12/4/2007,12/4/2007,USD,UG,USD,6.99,iPhone,iOS
3839,3839,APPLE,US,0.0,12/4/2007,12/4/2007,ZAR,ZA,ZAR,0.0,iPad,iOS
3840,3840,APPLE,US,0.0,12/4/2007,12/4/2007,BGN,BG,BGN,0.0,iPhone,iOS
3841,3841,APPLE,US,5.94,12/4/2007,12/4/2007,USD,US,USD,6.99,iPhone,iOS
3843,3843,APPLE,US,0.0,12/4/2007,12/4/2007,USD,SL,USD,0.0,iPhone,iOS
3844,3844,APPLE,US,3.98,12/4/2007,12/4/2007,EUR,IT,EUR,6.99,iPhone,iOS
3847,3847,APPLE,US,3.5,12/4/2007,12/4/2007,USD,US,USD,4.99,iPhone,iOS
3848,3848,APPLE,US,0.0,12/4/2007,12/4/2007,EUR,SK,EUR,0.0,iPhone,iOS
3849,3849,APPLE,US,3.98,12/4/2007,12/4/2007,EUR,IE,EUR,6.99,iPhone,iOS
3850,3850,APPLE,US,4.9,12/4/2007,12/4/2007,USD,US,USD,6.99,iPhone,iOS
3851,3851,APPLE,US,0.0,12/4/2007,12/4/2007,USD,TJ,USD,0.0,iPhone,iOS
3852,3852,APPLE,US,30.8,12/4/2007,12/4/2007,DKK,DK,DKK,55.0,iPhone,iOS
3853,3853,APPLE,US,0.0,12/4/2007,12/4/2007,USD,UY,USD,0.0,iPhone,iOS
3855,3855,APPLE,US,0.0,12/4/2007,12/4/2007,CLP,CL,CLP,0.0,iPhone,iOS
3856,3856,APPLE,US,42.8,12/4/2007,12/4/2007,TRY,TR,TRY,77.99,iPhone,iOS
3857,3857,APPLE,US,0.0,12/4/2007,12/4/2007,EUR,GR,EUR,0.0,iPhone,iOS
3858,3858,APPLE,US,4.9,12/4/2007,12/4/2007,USD,DO,USD,6.99,iPad,iOS
3859,3859,APPLE,US,3824.0,12/4/2007,12/4/2007,CLP,CL,CLP,6500.0,iPhone,iOS
3860,3860,APPLE,US,4.9,12/4/2007,12/4/2007,USD,US,USD,6.99,iPad,iOS
3861,3861,APPLE,US,3.98,12/4/2007,12/4/2007,EUR,IT,EUR,6.99,iPhone,iOS
3862,3862,APPLE,US,4.9,12/4/2007,12/4/2007,USD,PA,USD,6.99,iPhone,iOS
3863,3863,APPLE,US,3.98,12/4/2007,12/4/2007,EUR,IT,EUR,6.99,iPhone,iOS
3864,3864,APPLE,US,0.0,12/4/2007,12/4/2007,EUR,SI,EUR,0.0,iPhone,iOS
3865,3865,APPLE,US,4.9,12/4/2007,12/4/2007,USD,US,USD,6.99,iPhone,iOS
3866,3866,APPLE,US,0.0,12/4/2007,12/4/2007,USD,FJ,USD,0.0,iPhone,iOS
3867,3867,APPLE,US,4.02,12/4/2007,12/4/2007,EUR,FR,EUR,6.99,iPhone,iOS
3868,3868,APPLE,US,6.29,12/4/2007,12/4/2007,CAD,CA,CAD,8.99,iPhone,iOS
3869,3869,APPLE,US,4.9,12/4/2007,12/4/2007,USD,DO,USD,6.99,iPhone,iOS
3870,3870,APPLE,US,4.11,12/4/2007,12/4/2007,EUR,DE,EUR,6.99,iPhone,iOS
3871,3871,APPLE,US,73.04,12/4/2007,12/4/2007,ZAR,ZA,ZAR,119.99,iPhone,iOS
3872,3872,APPLE,US,0.0,12/4/2007,12/4/2007,EUR,NL,EUR,0.0,iPhone,iOS
3873,3873,APPLE,US,805.0,12/4/2007,12/4/2007,PKR,PK,PKR,1150.0,iPhone,iOS
3874,3874,APPLE,US,4.2,12/4/2007,12/4/2007,USD,KE,USD,6.99,iPhone,iOS
3875,3875,APPLE,US,4.55,12/4/2007,12/4/2007,CHF,CH,CHF,7.0,iPhone,iOS
3876,3876,APPLE,US,0.0,12/4/2007,12/4/2007,USD,BT,USD,0.0,iPhone,iOS
3877,3877,APPLE,US,0.0,12/4/2007,12/4/2007,EUR,LV,EUR,0.0,iPhone,iOS
3878,3878,APPLE,US,0.0,12/4/2007,12/4/2007,RUB,RU,RUB,0.0,iPad,iOS
3879,3879,APPLE,US,18.77,12/4/2007,12/4/2007,PLN,PL,PLN,32.99,iPhone,iOS
3880,3880,APPLE,US,18.77,12/4/2007,12/4/2007,PLN,PL,PLN,32.99,iPhone,iOS
3881,3881,APPLE,US,0.0,12/4/2007,12/4/2007,GBP,GB,GBP,0.0,iPhone,iOS
3882,3882,APPLE,US,4.9,12/4/2007,12/4/2007,USD,US,USD,6.99,iPhone,iOS
3883,3883,APPLE,US,0.0,12/4/2007,12/4/2007,AUD,AU,AUD,0.0,iPad,iOS
3884,3884,APPLE,US,99.57,12/4/2007,12/4/2007,MXN,MX,MXN,165.0,iPhone,iOS
3885,3885,APPLE,US,0.0,12/4/2007,12/4/2007,EGP,EG,EGP,0.0,iPhone,iOS
3886,3886,APPLE,US,0.0,12/4/2007,12/4/2007,USD,DZ,USD,0.0,iPhone,iOS
3887,3887,APPLE,US,0.0,12/4/2007,12/4/2007,USD,US,USD,0.0,iPhone,iOS
3889,3889,APPLE,US,6.99,12/4/2007,12/4/2007,NZD,NZ,NZD,11.49,iPhone,iOS
3890,3890,APPLE,US,4.11,12/4/2007,12/4/2007,EUR,DE,EUR,6.99,iPhone,iOS
3891,3891,APPLE,US,4.9,12/4/2007,12/4/2007,USD,CD,USD,6.99,iPhone,iOS
3892,3892,APPLE,US,0.0,12/4/2007,12/4/2007,USD,TJ,USD,0.0,iPhone,iOS
3893,3893,APPLE,US,30.79,12/4/2007,12/4/2007,HRK,HR,HRK,54.99,iPhone,iOS
3894,3894,APPLE,US,99.57,12/4/2007,12/4/2007,MXN,MX,MXN,165.0,iPhone,iOS
3895,3895,APPLE,US,73.04,12/4/2007,12/4/2007,ZAR,ZA,ZAR,-119.99,iPhone,iOS
3896,3896,APPLE,US,0.0,12/4/2007,12/4/2007,SEK,SE,SEK,0.0,iPhone,iOS
3897,3897,APPLE,US,0.0,12/4/2007,12/4/2007,USD,JO,USD,0.0,iPhone,iOS
3898,3898,APPLE,US,0.0,12/4/2007,12/4/2007,SAR,SA,SAR,0.0,iPhone,iOS
3899,3899,APPLE,US,0.0,12/4/2007,12/4/2007,EUR,FR,EUR,0.0,iPhone,iOS
3900,3900,APPLE,US,0.0,12/4/2007,12/4/2007,USD,UG,USD,0.0,iPhone,iOS
3901,3901,APPLE,US,0.0,12/4/2007,12/4/2007,USD,AM,USD,0.0,iPhone,iOS
3902,3902,APPLE,US,4.9,12/4/2007,12/4/2007,USD,BO,USD,6.99,iPhone,iOS
3903,3903,APPLE,US,111300.0,12/4/2007,12/4/2007,VND,VN,VND,159000.0,iPhone,iOS
3904,3904,APPLE,US,0.0,12/4/2007,12/4/2007,EUR,LV,EUR,0.0,iPhone,iOS
3905,3905,APPLE,US,4.9,12/4/2007,12/4/2007,USD,LK,USD,6.99,iPhone,iOS
3906,3906,APPLE,US,0.0,12/4/2007,12/4/2007,USD,KG,USD,0.0,iPad,iOS
3907,3907,APPLE,US,42.0,12/4/2007,12/4/2007,SEK,SE,SEK,75.0,iPhone,iOS
3908,3908,APPLE,US,1868.75,12/4/2007,12/4/2007,KZT,KZ,KZT,2990.0,iPhone,iOS
3909,3909,APPLE,US,4.04,12/4/2007,12/4/2007,EUR,ES,EUR,6.99,iPhone,iOS
