,media_source,date,geo,cost,currency
1146,source_3,2007-12-01,LS,0.522375,USD
1147,source_1,2007-12-05,UG,0.0,USD
1148,source_1,2007-12-05,SK,3.8999998569,USD
1149,source_2,2007-12-05,TR,0.0,USD
1150,source_2,2007-12-01,SV,1.9812429882,USD
1151,source_2,2007-12-03,BW,0.0810350008,USD
1152,source_1,2007-12-02,VG,0.0,USD
1153,source_3,2007-12-01,CF,0.09235,USD
1154,source_3,2007-12-04,DZ,0.0,USD
1155,source_2,2007-12-01,PE,3.4747259891,USD
1156,source_2,2007-12-02,MN,0.0262199999,USD
1157,source_1,2007-12-01,BN,0.5600000024,USD
1158,source_1,2007-12-04,EU,0.0,USD
1159,source_1,2007-12-05,TN,0.0,USD
1160,source_7,2007-12-07,DO,0.0,USD
1161,source_1,2007-12-01,DO,6.8739999235,USD
1162,source_2,2007-12-06,FR,5.7833330239,USD
1163,source_2,2007-12-03,PK,0.4554720056,USD
1164,source_3,2007-12-03,FJ,3.011656,USD
1165,source_6,2007-12-06,US,50.0,USD
1166,source_2,2007-12-03,WF,0.0136230002,USD
1167,source_2,2007-12-06,CD,1.1003579933,USD
1168,source_1,2007-12-07,BO,1.0800000429,USD
1169,source_1,2007-12-04,CV,0.0,USD
1170,source_3,2007-12-05,BQ,0.181855,USD
1171,source_3,2007-12-03,ZA,20.221915,USD
1172,source_2,2007-12-03,BG,9.2462930177,USD
1173,source_1,2007-12-04,MX,0.0,USD
1174,source_2,2007-12-03,CK,0.0231779999,USD
1175,source_1,2007-12-05,WS,0.1800000072,USD
1176,source_2,2007-12-01,AX,0.0390859992,USD
1177,source_3,2007-12-01,DE,2.915444,USD
1178,source_3,2007-12-04,VU,0.190636,USD
1179,source_1,2007-12-03,BZ,0.1400000006,USD
1180,source_1,2007-12-02,LV,0.6000000238,USD
1181,source_1,2007-12-06,YT,0.0,USD
1182,source_3,2007-12-02,PM,0.0102,USD
1183,source_1,2007-12-04,PG,0.0,USD
1184,source_2,2007-12-03,SM,0.0149009998,USD
1185,source_2,2007-12-01,AS,0.1530439997,USD
1186,source_4,2007-12-01,GE,0.0,USD
1187,source_1,2007-12-02,SZ,0.0,USD
1188,source_2,2007-12-06,LU,0.131759999,USD
1189,source_1,2007-12-05,PL,0.1800000072,USD
1190,source_1,2007-12-04,PM,0.0,USD
1191,source_2,2007-12-03,BF,0.1693169995,USD
1192,source_3,2007-12-02,RW,1.207479,USD
1193,source_1,2007-12-05,MQ,0.0,USD
1194,source_2,2007-12-01,UK,5.9584569826,USD
1195,source_2,2007-12-03,VG,0.1354510013,USD
1196,source_3,2007-12-05,MG,0.459775,USD
1197,source_3,2007-12-05,BQ,0.61832,USD
1198,source_8,2007-12-01,None,0.0,USD
1199,source_2,2007-12-01,TV,0.000497,USD
1200,source_1,2007-12-06,KZ,0.0,USD
1201,source_1,2007-12-07,MF,0.0,USD
1202,source_1,2007-12-05,SN,0.3999999911,USD
1203,source_2,2007-12-07,GP,2.2648749935,USD
1204,source_3,2007-12-05,MR,0.3991,USD
1205,source_2,2007-12-06,FJ,0.1648820002,USD
1206,source_7,2007-12-04,LK,0.0,USD
1207,source_6,2007-12-03,NG,0.0,USD
1208,source_6,2007-12-02,NL,0.0,USD
1209,source_3,2007-12-02,GF,1.367982,USD
1210,source_2,2007-12-07,MQ,1.3099130026,USD
1211,source_1,2007-12-01,LR,0.0,USD
1212,source_3,2007-12-03,LR,1.487082,USD
1213,source_2,2007-12-02,MU,0.0,USD
1214,source_1,2007-12-03,AU,0.0,USD
1215,source_7,2007-12-01,PE,0.41,USD
1216,source_7,2007-12-01,CO,0.0,USD
1217,source_7,2007-12-07,BM,0.0,USD
1218,source_3,2007-12-01,TK,0.009949,USD
1219,source_3,2007-12-02,DE,7.696501,USD
1220,source_1,2007-12-06,CY,0.5,USD
1221,source_1,2007-12-02,RE,0.0,USD
1222,source_3,2007-12-04,CR,2.18816,USD
1223,source_1,2007-12-06,BR,0.0,USD
1224,source_3,2007-12-07,SC,0.683693,USD
1225,source_3,2007-12-02,HU,3.50318,USD
1226,source_1,2007-12-05,MU,3.3199999356,USD
1227,source_2,2007-12-01,CG,0.3318159991,USD
1228,source_3,2007-12-07,AM,1.757623,USD
1229,source_1,2007-12-02,TT,1.4640000463,USD
1230,source_3,2007-12-06,TC,1.032687,USD
1231,source_3,2007-12-02,SR,0.513869,USD
1232,source_3,2007-12-07,BJ,1.914717,USD
1233,source_1,2007-12-03,MP,0.0,USD
1234,source_3,2007-12-04,IM,2.1487,USD
1235,source_10,2007-12-03,UK,0.0,USD
1236,source_6,2007-12-07,ES,0.0,USD
1237,source_2,2007-12-07,NC,1.7013840106,USD
1238,source_3,2007-12-04,SE,25.331714,USD
1239,source_3,2007-12-03,TO,0.579516,USD
1240,source_3,2007-12-03,TL,0.277081,USD
1241,source_3,2007-12-04,SB,0.051469,USD
1242,source_3,2007-12-07,BN,1.662619,USD
1243,source_3,2007-12-01,MX,11.557871,USD
1244,source_1,2007-12-07,GL,0.3000000119,USD
1245,source_1,2007-12-06,AG,0.0,USD
1246,source_1,2007-12-02,,0.1800000072,USD
1247,source_1,2007-12-06,AR,0.2399999946,USD
1248,source_1,2007-12-06,SI,0.1899999976,USD
1249,source_2,2007-12-02,CI,0.1909939985,USD
1250,source_2,2007-12-07,GY,0.0890140005,USD
1251,source_2,2007-12-03,EU,0.0,USD
1252,source_5,2007-12-05,NZ,0.0,USD
1253,source_3,2007-12-03,LI,0.17048,USD
1254,source_2,2007-12-07,BA,1.5410740081,USD
1255,source_2,2007-12-01,LT,11.2049958963,USD
1256,source_1,2007-12-03,KY,0.0,USD
1257,source_2,2007-12-03,HR,2.3871129969,USD
1258,source_1,2007-12-03,SO,0.1599999964,USD
1259,source_2,2007-12-02,BA,0.4482230027,USD
1260,source_2,2007-12-06,NL,3.7954579798,USD
1261,source_1,2007-12-03,JE,0.1800000072,USD
1262,source_2,2007-12-04,AS,0.1197339997,USD
1263,source_1,2007-12-04,XK,0.0,USD
1264,source_1,2007-12-01,CD,0.0,USD
1265,source_3,2007-12-07,IS,5.584039,USD
1266,source_1,2007-12-02,PF,0.8400000036,USD
1267,source_2,2007-12-02,BR,16.7001729949,USD
1268,source_1,2007-12-04,GU,0.0,USD
1269,source_2,2007-12-07,GH,0.0232979998,USD
1270,source_3,2007-12-04,TG,1.036577,USD
1271,source_3,2007-12-03,LY,5.168441,USD
1272,source_3,2007-12-01,MF,0.072225,USD
1273,source_2,2007-12-01,MM,0.0,USD
1274,source_7,2007-12-06,DK,29.04,USD
1275,source_2,2007-12-02,LU,0.4074779988,USD
1276,source_3,2007-12-01,DK,17.354245,USD
1277,source_2,2007-12-04,CA,12.2953070182,USD
1278,source_2,2007-12-01,BW,0.1284429983,USD
1279,source_3,2007-12-03,MF,0.434675,USD
1280,source_3,2007-12-01,GY,0.481929,USD
1281,source_3,2007-12-06,KZ,20.997233,USD
1282,source_1,2007-12-03,MK,1.4000000358,USD
1283,source_1,2007-12-04,PH,2.8200001121,USD
1284,source_3,2007-12-05,LB,1.890547,USD
1285,source_8,2007-12-05,FR,0.0,USD
1286,source_8,2007-12-06,NO,0.0,USD
1287,source_1,2007-12-04,ES,3.8799999207,USD
1288,source_1,2007-12-07,KY,0.5,USD
1289,source_1,2007-12-07,UY,0.3000000119,USD
1290,source_2,2007-12-04,SM,0.0379409999,USD
1291,source_3,2007-12-02,GM,1.289321,USD
1292,source_3,2007-12-05,CY,15.867893,USD
1293,source_1,2007-12-04,GR,0.3000000045,USD
1294,source_3,2007-12-01,CG,0.579412,USD
1295,source_3,2007-12-03,RE,1.177301,USD
1296,source_3,2007-12-06,VG,0.154392,USD
1297,source_3,2007-12-04,IT,17.466596,USD
1298,source_1,2007-12-03,RS,7.5600003004,USD
1299,source_2,2007-12-04,CO,10.6039509595,USD
1300,source_7,2007-12-07,DE,0.0,USD
1301,source_8,2007-12-01,UK,0.0,USD
1302,source_3,2007-12-02,UG,0.0,USD
1303,source_3,2007-12-02,CO,4.249684,USD
1304,source_3,2007-12-06,GM,3.470137,USD
1305,source_3,2007-12-07,MP,0.30774,USD
1306,source_3,2007-12-07,CG,0.300657,USD
1307,source_6,2007-12-07,PS,0.0,USD
1308,source_3,2007-12-02,GD,0.184329,USD
1309,source_6,2007-12-01,HN,0.0,USD
1310,source_3,2007-12-02,UA,0.0,USD
1311,source_2,2007-12-05,AT,1.1887739907,USD
1312,source_1,2007-12-04,MS,0.0,USD
1313,source_2,2007-12-02,TH,0.5120439988,USD
1314,source_1,2007-12-06,LV,0.4700000137,USD
1315,source_2,2007-12-05,SE,0.2234799995,USD
1316,source_1,2007-12-02,BS,0.5640000105,USD
1317,source_2,2007-12-01,MV,0.1144270006,USD
1318,source_6,2007-12-06,MX,0.0,USD
1319,source_2,2007-12-02,GR,9.6028360488,USD
1320,source_1,2007-12-05,IE,0.7799999714,USD
1321,source_2,2007-12-07,PA,2.1347020123,USD
1322,source_1,2007-12-05,LB,0.0,USD
1323,source_3,2007-12-02,IE,35.21159,USD
1324,source_3,2007-12-02,CO,17.421188,USD
1325,source_1,2007-12-03,TH,0.2199999988,USD
1326,source_2,2007-12-05,ZW,0.3129929984,USD
1327,source_2,2007-12-07,DJ,0.0,USD
1328,source_1,2007-12-05,GP,1.1200000048,USD
1329,source_2,2007-12-02,VC,0.3317800032,USD
1330,source_1,2007-12-03,IT,2.2400000095,USD
1331,source_1,2007-12-05,DE,0.4399999976,USD
1332,source_3,2007-12-02,BF,1.089283,USD
1333,source_3,2007-12-03,SM,0.030545,USD
1334,source_1,2007-12-07,TL,0.0,USD
1335,source_3,2007-12-01,CX,0.0,USD
1336,source_3,2007-12-07,KY,1.72092,USD
1337,source_3,2007-12-07,MZ,4.592812,USD
1338,source_5,2007-12-01,CA,0.0,USD
1339,source_2,2007-12-03,GT,14.1430530194,USD
1340,source_2,2007-12-02,AU,1.3628449916,USD
1341,source_2,2007-12-05,SN,2.8146490203,USD
1342,source_7,2007-12-06,SE,37.11,USD
1343,source_3,2007-12-02,MD,4.81846,USD
1344,source_1,2007-12-07,BW,0.0,USD
1345,source_3,2007-12-06,MV,0.830779,USD
1346,source_1,2007-12-03,RW,0.0,USD
1347,source_3,2007-12-02,AU,86.124432,USD
1348,source_1,2007-12-03,TW,0.0,USD
1349,source_2,2007-12-02,VN,0.0,USD
1350,source_2,2007-12-07,EE,0.1509739991,USD
1351,source_2,2007-12-06,KR,1.8578529885,USD
1352,source_1,2007-12-01,FI,1.8500000238,USD
1353,source_1,2007-12-01,CH,1.5,USD
1354,source_1,2007-12-07,MC,0.0,USD
1355,source_3,2007-12-03,RS,1.676875,USD
1356,source_2,2007-12-03,IR,0.0,USD
1357,source_6,2007-12-04,JP,0.0,USD
1358,source_7,2007-12-07,IM,0.0,USD
1359,source_3,2007-12-01,KR,4.251769,USD
1360,source_2,2007-12-05,IT,38.8199981937,USD
1361,source_3,2007-12-04,GG,0.612703,USD
1362,source_2,2007-12-07,SX,0.0,USD
1363,source_4,2007-12-07,LB,0.0,USD
1364,source_1,2007-12-02,BN,1.400000006,USD
1365,source_2,2007-12-01,GP,3.1165309921,USD
1366,source_6,2007-12-02,US,5.61,USD
1367,source_3,2007-12-01,CK,0.051323,USD
1368,source_3,2007-12-05,VI,2.238045,USD
1369,source_1,2007-12-01,CW,0.0,USD
1370,source_5,2007-12-07,FR,0.0,USD
1371,source_3,2007-12-05,IL,23.497979,USD
1372,source_3,2007-12-04,,3.523869,USD
1373,source_3,2007-12-05,TZ,0.0,USD
1374,source_3,2007-12-02,PY,0.549192,USD
1375,source_3,2007-12-03,BF,0.309178,USD
1376,source_2,2007-12-05,IL,0.2084279999,USD
1377,source_3,2007-12-02,NZ,50.391743,USD
1378,source_3,2007-12-02,JE,1.214676,USD
1379,source_3,2007-12-07,CW,0.65615,USD
1380,source_2,2007-12-03,AL,0.0,USD
1381,source_1,2007-12-07,SS,0.0,USD
1382,source_1,2007-12-02,ME,0.5199999809,USD
1383,source_2,2007-12-06,CM,1.9541709948,USD
1384,source_2,2007-12-01,GY,0.1334760012,USD
1385,source_3,2007-12-04,NZ,29.538078,USD
1386,source_3,2007-12-05,,6.022949,USD
1387,source_2,2007-12-02,GI,0.0,USD
1388,source_1,2007-12-07,HN,0.6599999964,USD
1389,source_1,2007-12-01,GQ,0.0,USD
1390,source_1,2007-12-03,GT,0.0,USD
1391,source_1,2007-12-04,AT,0.0,USD
1392,source_2,2007-12-07,TH,0.5304649992,USD
1393,source_3,2007-12-04,RS,0.671658,USD
1394,source_7,2007-12-04,PE,0.0,USD
1395,source_6,2007-12-07,GU,0.0,USD
1396,source_2,2007-12-05,ID,0.0,USD
1397,source_2,2007-12-03,DK,48.895569935,USD
1398,source_3,2007-12-04,GQ,0.092649,USD
1399,source_3,2007-12-05,BR,4.885388,USD
1400,source_3,2007-12-07,CZ,0.949946,USD
1401,source_1,2007-12-05,US,0.0,USD
1402,source_2,2007-12-01,DO,1.6686870034,USD
1403,source_1,2007-12-04,HK,0.0,USD
1404,source_1,2007-12-01,CV,0.0,USD
1405,source_2,2007-12-02,HR,7.8051119864,USD
1406,source_2,2007-12-03,FI,5.0322310002,USD
1407,source_3,2007-12-02,SE,13.208493,USD
1408,source_3,2007-12-07,TJ,0.481287,USD
1409,source_3,2007-12-05,NF,0.020693,USD
1410,source_3,2007-12-03,KM,0.05999,USD
1411,source_3,2007-12-05,ID,0.030002,USD
1412,source_8,2007-12-07,RO,0.0,USD
1413,source_1,2007-12-03,LT,0.6000000238,USD
1414,source_1,2007-12-01,VE,1.4399999976,USD
1415,source_1,2007-12-05,AI,0.0,USD
1416,source_2,2007-12-02,MN,0.0324679997,USD
1417,source_7,2007-12-06,IE,7.5,USD
1418,source_1,2007-12-04,NZ,0.8500000238,USD
1419,source_5,2007-12-06,BO,0.0,USD
1420,source_1,2007-12-03,GE,7.1999998689,USD
1421,source_1,2007-12-06,GR,0.0,USD
1422,source_3,2007-12-04,FI,13.095652,USD
1423,source_3,2007-12-03,TW,2.871894,USD
1424,source_7,2007-12-04,MX,2.05,USD
1425,source_3,2007-12-05,IM,1.068449,USD
1426,source_3,2007-12-01,SM,0.009999,USD
1427,source_2,2007-12-01,VI,0.085909999,USD
1428,source_7,2007-12-06,PR,0.0,USD
1429,source_2,2007-12-01,FO,0.0,USD
1430,source_1,2007-12-07,RO,22.0799997449,USD
1431,source_2,2007-12-01,PS,2.0949250001,USD
1432,source_3,2007-12-02,MO,0.856501,USD
1433,source_1,2007-12-05,QA,0.4320000112,USD
1434,source_3,2007-12-02,AO,1.25855,USD
1435,source_3,2007-12-05,UY,0.373032,USD
1436,source_3,2007-12-02,PL,5.784241,USD
1437,source_10,2007-12-04,UK,0.0,USD
1438,source_3,2007-12-02,BD,0.0,USD
1439,source_2,2007-12-03,EU,0.0,USD
1440,source_1,2007-12-02,GY,1.400000006,USD
1441,source_2,2007-12-04,CO,14.1265040222,USD
1442,source_2,2007-12-03,EC,13.2900119698,USD
1443,source_5,2007-12-04,US,0.0,USD
1444,source_1,2007-12-04,TT,2.6400000751,USD
1445,source_1,2007-12-05,PA,0.0,USD
1446,source_2,2007-12-03,CZ,9.1445790157,USD
1447,source_2,2007-12-03,AW,1.2464240033,USD
1448,source_1,2007-12-01,BH,0.0,USD
1449,source_1,2007-12-03,DO,2.3839999437,USD
1450,source_2,2007-12-05,PE,2.4103100061,USD
1451,source_3,2007-12-06,DM,0.072194,USD
1452,source_1,2007-12-06,PE,0.0,USD
1453,source_3,2007-12-05,AL,1.569078,USD
1454,source_3,2007-12-06,CV,0.153812,USD
1455,source_1,2007-12-03,AD,0.0,USD
1456,source_2,2007-12-07,CL,96.5815876887,USD
1457,source_3,2007-12-07,BO,1.466726,USD
1458,source_3,2007-12-04,AD,0.199698,USD
1459,source_3,2007-12-01,GT,1.450709,USD
1460,source_1,2007-12-06,HK,0.0,USD
1461,source_3,2007-12-05,IQ,0.0,USD
1462,source_2,2007-12-03,ES,59.4920099229,USD
1463,source_1,2007-12-02,VC,0.0,USD
1464,source_3,2007-12-01,GL,0.640062,USD
1465,source_3,2007-12-07,NU,0.059871,USD
1466,source_5,2007-12-02,PA,0.0,USD
1467,source_7,2007-12-01,PT,0.0,USD
1468,source_2,2007-12-03,IS,2.2259380173,USD
1469,source_1,2007-12-04,DE,0.0,USD
1470,source_1,2007-12-06,HR,0.5400000215,USD
1471,source_3,2007-12-02,BN,2.996881,USD
1472,source_2,2007-12-06,CI,0.073977999,USD
1473,source_7,2007-12-03,FR,0.0,USD
1474,source_7,2007-12-06,CA,94.11,USD
1475,source_1,2007-12-01,JE,0.3600000143,USD
1476,source_3,2007-12-06,GP,1.084942,USD
1477,source_1,2007-12-04,CI,0.0,USD
1478,source_2,2007-12-04,IS,0.9411610209,USD
1479,source_3,2007-12-03,CF,0.207786,USD
1480,source_3,2007-12-02,ZA,36.503638,USD
1481,source_3,2007-12-07,BL,0.240145,USD
1482,source_1,2007-12-05,CY,0.25,USD
1483,source_6,2007-12-07,KR,0.0,USD
1484,source_1,2007-12-03,BG,2.0599999726,USD
1485,source_3,2007-12-01,GU,2.609285,USD
1486,source_1,2007-12-04,KW,0.0,USD
1487,source_1,2007-12-03,MM,0.0,USD
1488,source_1,2007-12-03,UA,0.0,USD
1489,source_3,2007-12-01,FK,0.140069,USD
1490,source_1,2007-12-05,BH,0.9000000358,USD
1491,source_2,2007-12-01,NI,5.0108599812,USD
1492,source_2,2007-12-01,HN,0.6502270073,USD
1493,source_2,2007-12-06,SI,1.4004050075,USD
1494,source_2,2007-12-01,QA,0.0,USD
1495,source_3,2007-12-01,AG,0.346604,USD
1496,source_5,2007-12-07,IE,0.0,USD
1497,source_1,2007-12-01,TM,0.0,USD
1498,source_2,2007-12-06,PT,0.227156,USD
1499,source_2,2007-12-06,JO,0.0,USD
1500,source_1,2007-12-04,ZA,3.7599999905,USD
1501,source_2,2007-12-02,ZW,0.4632770005,USD
1502,source_1,2007-12-03,SZ,0.0,USD
1503,source_2,2007-12-03,TR,0.0,USD
1504,source_1,2007-12-01,FM,0.0,USD
1505,source_3,2007-12-01,NL,23.801074,USD
1506,source_2,2007-12-04,BB,0.1030580008,USD
1507,source_6,2007-12-05,CA,50.0,USD
1508,source_3,2007-12-01,SI,6.422513,USD
1509,source_2,2007-12-04,AI,0.0513129995,USD
1510,source_1,2007-12-04,FJ,0.0,USD
1511,source_1,2007-12-04,NR,0.0,USD
1512,source_3,2007-12-07,WF,0.0,USD
1513,source_3,2007-12-01,PF,0.459216,USD
1514,source_3,2007-12-01,ID,0.020686,USD
1515,source_1,2007-12-04,RW,0.3600000143,USD
1516,source_2,2007-12-07,MK,2.6233679923,USD
1517,source_1,2007-12-06,LT,0.0,USD
1518,source_2,2007-12-05,PR,13.8073929395,USD
1519,source_1,2007-12-07,KW,0.0,USD
1520,source_2,2007-12-05,TZ,0.3271990031,USD
1521,source_1,2007-12-06,TC,0.5759999752,USD
1522,source_3,2007-12-07,FM,0.164444,USD
1523,source_3,2007-12-06,JM,1.743085,USD
1524,source_3,2007-12-07,ST,0.0,USD
1525,source_1,2007-12-07,CW,0.0,USD
1526,source_5,2007-12-07,CZ,0.0,USD
1527,source_1,2007-12-02,LY,0.0,USD
1528,source_1,2007-12-04,KN,0.0,USD
1529,source_1,2007-12-02,HR,0.8100000322,USD
1530,source_3,2007-12-01,,0.0,USD
1531,source_2,2007-12-04,KR,4.1044139975,USD
1532,source_2,2007-12-07,SG,0.1199319993,USD
1533,source_3,2007-12-06,NL,10.262117,USD
1534,source_2,2007-12-06,JP,0.0,USD
1535,source_3,2007-12-05,NI,0.320125,USD
1536,source_2,2007-12-01,AR,9.0122560442,USD
1537,source_2,2007-12-04,RE,0.5221919991,USD
1538,source_3,2007-12-07,VE,1.339279,USD
1539,source_3,2007-12-06,NO,7.415071,USD
1540,source_3,2007-12-07,FO,0.890641,USD
1541,source_3,2007-12-03,UY,2.022107,USD
1542,source_2,2007-12-03,NZ,0.1693319989,USD
1543,source_3,2007-12-03,PW,0.329323,USD
1544,source_7,2007-12-03,HU,0.0,USD
1545,source_1,2007-12-07,CH,3.0,USD
1546,source_1,2007-12-05,BE,7.5000001788,USD
1547,source_3,2007-12-04,NG,0.15939,USD
1548,source_1,2007-12-05,PG,0.0,USD
1549,source_2,2007-12-03,KN,0.2704159988,USD
1550,source_3,2007-12-05,RO,2.927268,USD
1551,source_8,2007-12-01,DK,0.0,USD
1552,source_7,2007-12-06,NL,0.0,USD
1553,source_2,2007-12-06,TT,8.1448600214,USD
1554,source_2,2007-12-04,UK,16.9838269645,USD
1555,source_2,2007-12-07,CR,6.0806519612,USD
1556,source_2,2007-12-02,CH,2.4481519839,USD
1557,source_2,2007-12-03,IE,0.530300996,USD
1558,source_1,2007-12-05,LU,0.0,USD
1559,source_3,2007-12-03,BE,2.364892,USD
1560,source_3,2007-12-02,IN,0.0,USD
1561,source_2,2007-12-06,MS,0.0217920005,USD
1562,source_1,2007-12-06,AF,1.2600000054,USD
1563,source_1,2007-12-03,MK,2.9399999678,USD
1564,source_1,2007-12-05,EE,0.0,USD
1565,source_1,2007-12-02,VC,0.0,USD
1566,source_1,2007-12-01,KN,0.0,USD
1567,source_1,2007-12-06,BT,0.0,USD
1568,source_3,2007-12-02,GD,0.822487,USD
1569,source_3,2007-12-04,TO,0.136225,USD
1570,source_1,2007-12-04,GG,0.0,USD
1571,source_1,2007-12-04,KE,0.0,USD
1572,source_8,2007-12-02,RO,0.0,USD
1573,source_4,2007-12-07,PL,0.0,USD
1574,source_1,2007-12-05,DK,2.2399999499,USD
1575,source_3,2007-12-06,FR,14.563298,USD
1576,source_1,2007-12-06,NR,0.0,USD
1577,source_1,2007-12-01,CA,0.0,USD
1578,source_8,2007-12-03,US,0.0,USD
1579,source_1,2007-12-04,TM,0.0,USD
1580,source_3,2007-12-04,BS,6.323587,USD
1581,source_1,2007-12-01,MD,1.3200000525,USD
1582,source_3,2007-12-05,TG,0.257377,USD
1583,source_1,2007-12-01,MO,0.0,USD
1584,source_3,2007-12-05,UZ,0.010128,USD
1585,source_1,2007-12-02,AS,0.8640000224,USD
1586,source_2,2007-12-04,DO,0.9516050114,USD
1587,source_2,2007-12-03,ZA,0.7483000031,USD
1588,source_2,2007-12-07,UG,3.5225560044,USD
1589,source_3,2007-12-03,LI,0.092614,USD
1590,source_2,2007-12-06,MT,0.1787730016,USD
1591,source_3,2007-12-03,AW,1.56619,USD
1592,source_1,2007-12-07,CK,0.0,USD
1593,source_3,2007-12-02,GQ,0.260048,USD
1594,source_3,2007-12-04,VC,0.389727,USD
1595,source_1,2007-12-05,IN,0.0,USD
1596,source_6,2007-12-07,IT,0.0,USD
1597,source_3,2007-12-02,LB,4.321616,USD
1598,source_7,2007-12-02,KE,0.0,USD
1599,source_2,2007-12-04,CY,10.2140879656,USD
1600,source_3,2007-12-07,PR,6.705778,USD
1601,source_3,2007-12-01,SL,1.434433,USD
1602,source_3,2007-12-07,FR,37.264154,USD
1603,source_3,2007-12-02,PL,12.308071,USD
1604,source_3,2007-12-07,DO,18.713565,USD
1605,source_1,2007-12-03,BW,0.0,USD
1606,source_3,2007-12-06,GN,0.817545,USD
1607,source_3,2007-12-01,VE,4.268861,USD
1608,source_3,2007-12-06,LC,0.276286,USD
1609,source_10,2007-12-01,US,0.0,USD
1610,source_4,2007-12-04,BE,0.0,USD
1611,source_1,2007-12-06,BE,10.5000001788,USD
1612,source_1,2007-12-01,AZ,1.099999994,USD
1613,source_1,2007-12-07,VI,0.0,USD
1614,source_3,2007-12-04,PT,10.985992,USD
1615,source_2,2007-12-02,RU,0.0,USD
1616,source_3,2007-12-04,CW,2.529044,USD
1617,source_2,2007-12-04,CW,0.0,USD
1618,source_1,2007-12-03,LC,0.3840000033,USD
1619,source_1,2007-12-02,SE,0.6000000238,USD
1620,source_1,2007-12-02,LU,0.0,USD
1621,source_3,2007-12-05,VG,0.650241,USD
1622,source_3,2007-12-07,RO,6.043721,USD
1623,source_2,2007-12-02,MS,0.004405,USD
1624,source_11,2007-12-06,US,0.0,USD
1625,source_2,2007-12-05,BO,0.6138930009,USD
1626,source_1,2007-12-02,ZW,0.3400000036,USD
1627,source_2,2007-12-01,PM,0.0247870001,USD
1628,source_10,2007-12-07,CA,0.0,USD
1629,source_1,2007-12-07,SL,0.25,USD
1630,source_2,2007-12-05,KE,0.4456430009,USD
1631,source_3,2007-12-07,PG,0.477825,USD
1632,source_3,2007-12-04,IL,14.69783,USD
1633,source_2,2007-12-04,NG,0.8473060035,USD
1634,source_2,2007-12-01,BQ,0.0,USD
1635,source_1,2007-12-02,SM,0.0,USD
1636,source_6,2007-12-07,KR,0.0,USD
1637,source_12,2007-12-04,US,0.0,USD
1638,source_3,2007-12-07,UZ,0.009949,USD
1639,source_3,2007-12-04,GR,2.632462,USD
1640,source_1,2007-12-02,GM,0.1700000018,USD
1641,source_3,2007-12-06,TM,0.227609,USD
1642,source_1,2007-12-02,FJ,0.2700000107,USD
1643,source_2,2007-12-01,MC,0.5089189983,USD
1644,source_2,2007-12-07,MV,0.1299639997,USD
1645,source_3,2007-12-04,MZ,2.01804,USD
1646,source_1,2007-12-03,KR,0.0,USD
1647,source_2,2007-12-01,MH,0.030037,USD
1648,source_1,2007-12-02,GW,0.0,USD
1649,source_2,2007-12-07,MX,192.8949878639,USD
1650,source_3,2007-12-03,TJ,0.768183,USD
1651,source_6,2007-12-03,IN,0.0,USD
1652,source_8,2007-12-05,UK,0.0,USD
1653,source_1,2007-12-04,LC,0.3840000033,USD
1654,source_1,2007-12-04,MU,1.4399999678,USD
1655,source_1,2007-12-04,CZ,0.0,USD
1656,source_3,2007-12-05,TR,48.523628,USD
1657,source_7,2007-12-06,PK,0.0,USD
1658,source_1,2007-12-06,MN,1.8000000715,USD
1659,source_7,2007-12-04,CA,27.17,USD
1660,source_1,2007-12-07,GD,0.7440000176,USD
1661,source_3,2007-12-02,KY,0.491357,USD
1662,source_1,2007-12-07,MW,0.0,USD
1663,source_1,2007-12-01,GQ,0.200000003,USD
1664,source_3,2007-12-07,CY,8.179269,USD
1665,source_6,2007-12-01,AS,0.0,USD
1666,source_6,2007-12-02,LB,0.0,USD
1667,source_1,2007-12-06,HU,0.0,USD
1668,source_3,2007-12-07,LC,0.80122,USD
1669,source_6,2007-12-05,FR,0.0,USD
1670,source_1,2007-12-05,HN,0.2199999988,USD
1671,source_3,2007-12-02,HR,8.176765,USD
1672,source_1,2007-12-04,CL,0.0,USD
1673,source_1,2007-12-05,XK,0.2099999934,USD
1674,source_1,2007-12-05,NF,0.0,USD
1675,source_2,2007-12-04,NL,25.6557475137,USD
1676,source_3,2007-12-01,CL,16.575031,USD
1677,source_2,2007-12-03,SG,0.1070350014,USD
1678,source_3,2007-12-02,AE,60.577068,USD
1679,source_1,2007-12-06,TN,0.0,USD
1680,source_1,2007-12-02,UK,0.0,USD
1681,source_3,2007-12-04,KG,0.029898,USD
1682,source_5,2007-12-01,UK,0.0,USD
1683,source_3,2007-12-05,AL,0.893637,USD
1684,source_2,2007-12-07,DJ,0.0,USD
1685,source_2,2007-12-02,OM,0.0,USD
1686,source_2,2007-12-01,VE,1.9028530241,USD
1687,source_1,2007-12-02,MX,0.7799999714,USD
1688,source_3,2007-12-04,SG,1.248051,USD
1689,source_3,2007-12-01,TN,0.448745,USD
1690,source_6,2007-12-01,HT,0.0,USD
1691,source_1,2007-12-03,RS,5.5800002217,USD
1692,source_3,2007-12-03,CN,4.880207,USD
1693,source_3,2007-12-02,BZ,0.411165,USD
1694,source_1,2007-12-02,AL,11.8799999356,USD
1695,source_3,2007-12-06,UK,236.013489,USD
1696,source_3,2007-12-04,PR,24.604592,USD
